"Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
884,5,2015-07-10,5104,512,1,0,"0","0"
885,5,2015-07-10,4656,641,1,0,"0","1"
886,5,2015-07-10,6427,635,1,0,"0","1"
887,5,2015-07-10,6489,539,1,0,"0","0"
888,5,2015-07-10,7909,786,1,0,"0","0"
889,5,2015-07-10,4407,523,1,0,"0","0"
890,5,2015-07-10,5912,473,1,0,"0","0"
891,5,2015-07-10,6537,929,1,0,"0","1"
892,5,2015-07-10,7826,925,1,0,"0","0"
893,5,2015-07-10,5225,727,1,0,"0","0"
894,5,2015-07-10,7578,1031,1,0,"0","1"
895,5,2015-07-10,9292,894,1,0,"0","0"
896,5,2015-07-10,6852,1075,1,0,"0","0"
897,5,2015-07-10,2958,344,1,0,"0","0"
898,5,2015-07-10,7086,799,1,0,"0","0"
899,5,2015-07-10,4354,528,1,0,"0","0"
900,5,2015-07-10,5533,532,1,0,"0","0"
901,5,2015-07-10,6215,575,1,0,"0","0"
902,5,2015-07-10,3513,504,1,0,"0","0"
903,5,2015-07-10,10576,721,1,0,"0","0"
904,5,2015-07-10,5816,469,1,0,"0","0"
905,5,2015-07-10,6110,957,1,0,"0","1"
906,5,2015-07-10,9317,1115,1,0,"0","0"
907,5,2015-07-10,6811,878,1,0,"0","1"
908,5,2015-07-10,3179,327,1,0,"0","0"
909,5,2015-07-10,0,0,0,0,"0","0"
910,5,2015-07-10,5694,567,1,0,"0","0"
911,5,2015-07-10,8767,904,1,0,"0","0"
912,5,2015-07-10,5340,734,1,0,"0","0"
913,5,2015-07-10,6955,1002,1,0,"0","0"
914,5,2015-07-10,8448,1023,1,0,"0","0"
915,5,2015-07-10,6382,530,1,0,"0","0"
916,5,2015-07-10,3919,554,1,0,"0","1"
917,5,2015-07-10,5845,683,1,0,"0","1"
918,5,2015-07-10,6279,600,1,0,"0","0"
919,5,2015-07-10,5092,638,1,0,"0","0"
920,5,2015-07-10,5783,613,1,0,"0","0"
921,5,2015-07-10,8949,1032,1,0,"0","0"
922,5,2015-07-10,6505,625,1,0,"0","1"
923,5,2015-07-10,5076,658,1,0,"0","0"
924,5,2015-07-10,4181,393,1,0,"0","1"
925,5,2015-07-10,6905,1252,1,0,"0","0"
926,5,2015-07-10,5774,455,1,0,"0","1"
927,5,2015-07-10,5300,725,1,0,"0","1"
928,5,2015-07-10,5933,585,1,0,"0","1"
929,5,2015-07-10,5376,659,1,0,"0","0"
930,5,2015-07-10,6117,984,1,0,"0","1"
931,5,2015-07-10,4311,575,1,0,"0","0"
932,5,2015-07-10,8149,811,1,0,"0","0"
933,5,2015-07-10,7803,1043,1,0,"0","0"
934,5,2015-07-10,6333,668,1,0,"0","1"
935,5,2015-07-10,6338,666,1,0,"0","0"
936,5,2015-07-10,5913,791,1,0,"0","1"
937,5,2015-07-10,6118,508,1,0,"0","0"
938,5,2015-07-10,9041,930,1,0,"0","0"
939,5,2015-07-10,5211,535,1,0,"0","1"
940,5,2015-07-10,8288,814,1,0,"0","0"
941,5,2015-07-10,4333,514,1,0,"0","0"
942,5,2015-07-10,5685,474,1,0,"0","0"
943,5,2015-07-10,6172,542,1,0,"0","1"
944,5,2015-07-10,5256,947,1,0,"0","0"
945,5,2015-07-10,4149,520,1,0,"0","0"
946,5,2015-07-10,4300,527,1,0,"0","0"
947,5,2015-07-10,6521,988,1,0,"0","0"
948,5,2015-07-10,8090,2221,1,0,"0","0"
949,5,2015-07-10,4961,454,1,0,"0","0"
950,5,2015-07-10,5665,572,1,0,"0","0"
951,5,2015-07-10,6516,629,1,0,"0","1"
952,5,2015-07-10,6368,510,1,0,"0","0"
953,5,2015-07-10,5398,519,1,0,"0","0"
954,5,2015-07-10,5501,734,1,0,"0","1"
955,5,2015-07-10,4830,459,1,0,"0","1"
956,5,2015-07-10,2784,395,1,0,"0","1"
957,5,2015-07-10,6950,761,1,0,"0","0"
958,5,2015-07-10,3694,514,1,0,"0","0"
959,5,2015-07-10,7296,775,1,0,"0","0"
960,5,2015-07-10,5608,507,1,0,"0","0"
961,5,2015-07-10,5491,627,1,0,"0","1"
962,5,2015-07-10,5679,843,1,0,"0","1"
963,5,2015-07-10,10177,912,1,0,"0","0"
964,5,2015-07-10,7607,1210,1,0,"0","0"
965,5,2015-07-10,7614,832,1,0,"0","0"
966,5,2015-07-10,4257,564,1,0,"0","1"
967,5,2015-07-10,7179,735,1,0,"0","1"
968,5,2015-07-10,7047,866,1,0,"0","0"
969,5,2015-07-10,2839,603,1,0,"0","0"
970,5,2015-07-10,2183,326,1,0,"0","0"
971,5,2015-07-10,7087,838,1,0,"0","0"
972,5,2015-07-10,3286,399,1,0,"0","0"
973,5,2015-07-10,5653,768,1,0,"0","1"
974,5,2015-07-10,10633,1478,1,0,"0","0"
975,5,2015-07-10,6648,662,1,0,"0","1"
976,5,2015-07-10,6038,636,1,0,"0","1"
977,5,2015-07-10,3243,422,1,0,"0","0"
978,5,2015-07-10,7326,984,1,0,"0","0"
979,5,2015-07-10,6419,657,1,0,"0","0"
980,5,2015-07-10,4834,404,1,0,"0","1"
981,5,2015-07-10,6728,732,1,0,"0","0"
982,5,2015-07-10,7480,698,1,0,"0","0"
983,5,2015-07-10,7090,1004,1,0,"0","1"
984,5,2015-07-10,4042,594,1,0,"0","1"
985,5,2015-07-10,7444,740,1,0,"0","0"
986,5,2015-07-10,4030,577,1,0,"0","1"
987,5,2015-07-10,6293,836,1,0,"0","0"
988,5,2015-07-10,6753,882,1,0,"0","0"
989,5,2015-07-10,5301,654,1,0,"0","0"
990,5,2015-07-10,6802,645,1,0,"0","0"
991,5,2015-07-10,5181,472,1,0,"0","1"
992,5,2015-07-10,4836,603,1,0,"0","1"
993,5,2015-07-10,7854,727,1,0,"0","0"
994,5,2015-07-10,3589,366,1,0,"0","1"
995,5,2015-07-10,9401,846,1,0,"0","0"
996,5,2015-07-10,5929,659,1,0,"0","0"
997,5,2015-07-10,4187,357,1,0,"0","0"
998,5,2015-07-10,3812,498,1,0,"0","0"
999,5,2015-07-10,7660,532,1,0,"0","0"
1000,5,2015-07-10,6138,578,1,0,"0","0"
1001,5,2015-07-10,5277,596,1,0,"0","0"
1002,5,2015-07-10,6059,699,1,0,"0","0"
1003,5,2015-07-10,5559,716,1,0,"0","1"
1004,5,2015-07-10,4486,448,1,0,"0","0"
1005,5,2015-07-10,6070,909,1,0,"0","1"
1006,5,2015-07-10,6363,879,1,0,"0","0"
1007,5,2015-07-10,6511,743,1,0,"0","0"
1008,5,2015-07-10,4870,700,1,0,"0","0"
1009,5,2015-07-10,4498,478,1,0,"0","0"
1010,5,2015-07-10,8651,785,1,0,"0","0"
1011,5,2015-07-10,5398,673,1,0,"0","1"
1012,5,2015-07-10,4699,439,1,0,"0","0"
1013,5,2015-07-10,3350,373,1,0,"0","1"
1014,5,2015-07-10,10617,1226,1,0,"0","1"
1015,5,2015-07-10,6416,511,1,0,"0","0"
1016,5,2015-07-10,4607,483,1,0,"0","1"
1017,5,2015-07-10,5552,878,1,0,"0","0"
1018,5,2015-07-10,10448,1249,1,0,"0","0"
1019,5,2015-07-10,6641,618,1,0,"0","0"
1020,5,2015-07-10,6661,834,1,0,"0","0"
1021,5,2015-07-10,8562,1063,1,0,"0","0"
1022,5,2015-07-10,6140,705,1,0,"0","1"
1023,5,2015-07-10,5165,571,1,0,"0","0"
1024,5,2015-07-10,5079,707,1,0,"0","0"
1025,5,2015-07-10,6532,777,1,0,"0","0"
1026,5,2015-07-10,8585,1198,1,0,"0","1"
1027,5,2015-07-10,10456,1471,1,0,"0","0"
1028,5,2015-07-10,5079,587,1,0,"0","1"
1029,5,2015-07-10,5300,758,1,0,"0","0"
1030,5,2015-07-10,3739,357,1,0,"0","0"
1031,5,2015-07-10,3880,340,1,0,"0","1"
1032,5,2015-07-10,9168,990,1,0,"0","0"
1033,5,2015-07-10,14085,1281,1,0,"0","0"
1034,5,2015-07-10,6084,759,1,0,"0","0"
1035,5,2015-07-10,4677,558,1,0,"0","0"
1036,5,2015-07-10,5115,509,1,0,"0","1"
1037,5,2015-07-10,5870,739,1,0,"0","1"
1038,5,2015-07-10,5970,544,1,0,"0","0"
1039,5,2015-07-10,7544,963,1,0,"0","1"
1040,5,2015-07-10,7100,743,1,0,"0","1"
1041,5,2015-07-10,4953,578,1,0,"0","0"
1042,5,2015-07-10,3814,479,1,0,"0","1"
1043,5,2015-07-10,8261,1161,1,0,"0","0"
1044,5,2015-07-10,4427,725,1,0,"0","0"
1045,5,2015-07-10,8429,1096,1,0,"0","0"
1046,5,2015-07-10,9565,776,1,0,"0","0"
1047,5,2015-07-10,4592,528,1,0,"0","1"
1048,5,2015-07-10,5544,477,1,0,"0","0"
1049,5,2015-07-10,3084,562,1,0,"0","0"
1050,5,2015-07-10,5893,462,1,0,"0","0"
1051,5,2015-07-10,6732,938,1,0,"0","0"
1052,5,2015-07-10,6464,710,1,0,"0","1"
1053,5,2015-07-10,6547,807,1,0,"0","0"
1054,5,2015-07-10,6046,678,1,0,"0","0"
1055,5,2015-07-10,6756,898,1,0,"0","0"
1056,5,2015-07-10,3980,419,1,0,"0","0"
1057,5,2015-07-10,5695,593,1,0,"0","0"
1058,5,2015-07-10,6830,687,1,0,"0","1"
1059,5,2015-07-10,7631,1129,1,0,"0","0"
1060,5,2015-07-10,6278,739,1,0,"0","1"
1061,5,2015-07-10,7723,577,1,0,"0","0"
1062,5,2015-07-10,6081,568,1,0,"0","0"
1063,5,2015-07-10,4208,536,1,0,"0","0"
1064,5,2015-07-10,8809,984,1,0,"0","1"
1065,5,2015-07-10,4464,524,1,0,"0","0"
1066,5,2015-07-10,8348,920,1,0,"0","1"
1067,5,2015-07-10,5740,510,1,0,"0","0"
1068,5,2015-07-10,3830,294,1,0,"0","0"
1069,5,2015-07-10,5448,675,1,0,"0","0"
1070,5,2015-07-10,6213,773,1,0,"0","0"
1071,5,2015-07-10,5258,689,1,0,"0","0"
1072,5,2015-07-10,6042,630,1,0,"0","1"
1073,5,2015-07-10,9047,1073,1,0,"0","1"
1074,5,2015-07-10,4654,503,1,0,"0","0"
1075,5,2015-07-10,10675,1019,1,0,"0","0"
1076,5,2015-07-10,3284,504,1,0,"0","1"
1077,5,2015-07-10,4389,492,1,0,"0","1"
1078,5,2015-07-10,5894,529,1,0,"0","0"
1079,5,2015-07-10,7277,643,1,0,"0","0"
1080,5,2015-07-10,9938,871,1,0,"0","0"
1081,5,2015-07-10,6522,1015,1,0,"0","0"
1082,5,2015-07-10,5959,929,1,0,"0","0"
1083,5,2015-07-10,5007,396,1,0,"0","0"
1084,5,2015-07-10,4951,673,1,0,"0","0"
1085,5,2015-07-10,6760,746,1,0,"0","0"
1086,5,2015-07-10,4563,616,1,0,"0","0"
1087,5,2015-07-10,5646,560,1,0,"0","0"
1088,5,2015-07-10,4771,465,1,0,"0","1"
1089,5,2015-07-10,9849,930,1,0,"0","1"
1090,5,2015-07-10,5439,769,1,0,"0","0"
1091,5,2015-07-10,7921,704,1,0,"0","0"
1092,5,2015-07-10,11055,1064,1,0,"0","0"
1093,5,2015-07-10,9236,926,1,0,"0","0"
1094,5,2015-07-10,4570,367,1,0,"0","0"
1095,5,2015-07-10,4805,707,1,0,"0","0"
1096,5,2015-07-10,5562,644,1,0,"0","1"
1097,5,2015-07-10,10480,2625,1,0,"0","0"
1098,5,2015-07-10,5539,724,1,0,"0","0"
1099,5,2015-07-10,10103,1242,1,0,"0","0"
1100,5,2015-07-10,4690,597,1,0,"0","1"
1101,5,2015-07-10,8490,948,1,0,"0","0"
1102,5,2015-07-10,6093,628,1,0,"0","0"
1103,5,2015-07-10,5386,407,1,0,"0","0"
1104,5,2015-07-10,5411,405,1,0,"0","0"
1105,5,2015-07-10,4628,514,1,0,"0","1"
1106,5,2015-07-10,4852,576,1,0,"0","0"
1107,5,2015-07-10,4182,528,1,0,"0","0"
1108,5,2015-07-10,5773,585,1,0,"0","0"
1109,5,2015-07-10,3936,426,1,0,"0","0"
1110,5,2015-07-10,3626,507,1,0,"0","0"
1111,5,2015-07-10,4197,389,1,0,"0","1"
1112,5,2015-07-10,6603,577,1,0,"0","1"
1113,5,2015-07-10,6630,693,1,0,"0","0"
1114,5,2015-07-10,21560,3284,1,0,"0","0"
1115,5,2015-07-10,5844,404,1,0,"0","0"
1,4,2015-07-09,3897,480,1,0,"0","0"
2,4,2015-07-09,4082,495,1,0,"0","0"
3,4,2015-07-09,6613,691,1,0,"0","1"
4,4,2015-07-09,9093,1185,1,0,"0","0"
5,4,2015-07-09,4601,540,1,0,"0","0"
6,4,2015-07-09,4095,524,1,0,"0","0"
7,4,2015-07-09,9608,1056,1,0,"0","0"
8,4,2015-07-09,5602,765,1,0,"0","0"
9,4,2015-07-09,6285,550,1,0,"0","1"
10,4,2015-07-09,4871,559,1,0,"0","0"
11,4,2015-07-09,6595,990,1,0,"0","0"
12,4,2015-07-09,6090,765,1,0,"0","0"
13,4,2015-07-09,4350,331,1,0,"0","0"
14,4,2015-07-09,5050,602,1,0,"0","1"
15,4,2015-07-09,5609,582,1,0,"0","0"
16,4,2015-07-09,6867,802,1,0,"0","0"
17,4,2015-07-09,5478,726,1,0,"0","0"
18,4,2015-07-09,6382,700,1,0,"0","0"
19,4,2015-07-09,5230,573,1,0,"0","1"
20,4,2015-07-09,9084,1046,1,0,"0","0"
21,4,2015-07-09,3484,367,1,0,"0","0"
22,4,2015-07-09,4534,519,1,0,"0","0"
23,4,2015-07-09,4986,458,1,0,"0","0"
24,4,2015-07-09,8638,740,1,0,"0","1"
25,4,2015-07-09,10159,1412,1,0,"0","1"
26,4,2015-07-09,6397,558,1,0,"0","0"
27,4,2015-07-09,8294,988,1,0,"0","1"
28,4,2015-07-09,4241,522,1,0,"0","0"
29,4,2015-07-09,6947,646,1,0,"0","1"
30,4,2015-07-09,3707,594,1,0,"0","1"
31,4,2015-07-09,4927,513,1,0,"0","0"
32,4,2015-07-09,3337,425,1,0,"0","0"
33,4,2015-07-09,7579,699,1,0,"0","1"
34,4,2015-07-09,7606,930,1,0,"0","0"
35,4,2015-07-09,9876,657,1,0,"0","1"
36,4,2015-07-09,8055,949,1,0,"0","0"
37,4,2015-07-09,6247,726,1,0,"0","0"
38,4,2015-07-09,4707,458,1,0,"0","1"
39,4,2015-07-09,3894,523,1,0,"0","1"
40,4,2015-07-09,3873,553,1,0,"0","1"
41,4,2015-07-09,5512,378,1,0,"0","0"
42,4,2015-07-09,8626,955,1,0,"0","1"
43,4,2015-07-09,5115,501,1,0,"0","1"
44,4,2015-07-09,3852,513,1,0,"0","0"
45,4,2015-07-09,4006,344,1,0,"0","0"
46,4,2015-07-09,4511,607,1,0,"0","0"
47,4,2015-07-09,6747,853,1,0,"0","0"
48,4,2015-07-09,2782,324,1,0,"0","0"
49,4,2015-07-09,6461,483,1,0,"0","0"
50,4,2015-07-09,3565,351,1,0,"0","0"
51,4,2015-07-09,6342,458,1,0,"0","0"
52,4,2015-07-09,6234,416,1,0,"0","0"
53,4,2015-07-09,5194,555,1,0,"0","0"
54,4,2015-07-09,7040,631,1,0,"0","0"
55,4,2015-07-09,4555,576,1,0,"0","0"
56,4,2015-07-09,7749,542,1,0,"0","0"
57,4,2015-07-09,8483,825,1,0,"0","0"
58,4,2015-07-09,4755,431,1,0,"0","0"
59,4,2015-07-09,4797,517,1,0,"0","0"
60,4,2015-07-09,9108,815,1,0,"0","0"
61,4,2015-07-09,3667,484,1,0,"0","0"
62,4,2015-07-09,5725,645,1,0,"0","1"
63,4,2015-07-09,6373,625,1,0,"0","0"
64,4,2015-07-09,10092,839,1,0,"0","1"
65,4,2015-07-09,4498,485,1,0,"0","0"
66,4,2015-07-09,5800,518,1,0,"0","0"
67,4,2015-07-09,7063,767,1,0,"0","0"
68,4,2015-07-09,7228,1104,1,0,"0","0"
69,4,2015-07-09,8223,1105,1,0,"0","0"
70,4,2015-07-09,6333,664,1,0,"0","0"
71,4,2015-07-09,7277,659,1,0,"0","1"
72,4,2015-07-09,3873,437,1,0,"0","0"
73,4,2015-07-09,4278,475,1,0,"0","0"
74,4,2015-07-09,5274,703,1,0,"0","1"
75,4,2015-07-09,5431,629,1,0,"0","0"
76,4,2015-07-09,9062,941,1,0,"0","0"
77,4,2015-07-09,6641,608,1,0,"0","0"
78,4,2015-07-09,3837,461,1,0,"0","0"
79,4,2015-07-09,4743,521,1,0,"0","0"
80,4,2015-07-09,6209,518,1,0,"0","0"
81,4,2015-07-09,5953,486,1,0,"0","0"
82,4,2015-07-09,9366,862,1,0,"0","1"
83,4,2015-07-09,2882,292,1,0,"0","1"
84,4,2015-07-09,11197,1161,1,0,"0","1"
85,4,2015-07-09,5766,855,1,0,"0","0"
86,4,2015-07-09,3621,501,1,0,"0","1"
87,4,2015-07-09,4962,686,1,0,"0","0"
88,4,2015-07-09,5971,620,1,0,"0","0"
89,4,2015-07-09,6307,626,1,0,"0","0"
90,4,2015-07-09,7318,923,1,0,"0","1"
91,4,2015-07-09,3391,398,1,0,"0","0"
92,4,2015-07-09,5562,494,1,0,"0","1"
93,4,2015-07-09,5591,555,1,0,"0","1"
94,4,2015-07-09,6985,630,1,0,"0","1"
95,4,2015-07-09,5941,709,1,0,"0","0"
96,4,2015-07-09,4847,529,1,0,"0","0"
97,4,2015-07-09,7957,769,1,0,"0","0"
98,4,2015-07-09,5010,469,1,0,"0","1"
99,4,2015-07-09,4552,458,1,0,"0","0"
100,4,2015-07-09,7627,678,1,0,"0","0"
101,4,2015-07-09,6404,694,1,0,"0","0"
102,4,2015-07-09,5465,857,1,0,"0","1"
103,4,2015-07-09,4254,413,1,0,"0","0"
104,4,2015-07-09,9216,1193,1,0,"0","0"
105,4,2015-07-09,4554,592,1,0,"0","0"
106,4,2015-07-09,8987,878,1,0,"0","0"
107,4,2015-07-09,6701,910,1,0,"0","0"
108,4,2015-07-09,12246,887,1,0,"0","0"
109,4,2015-07-09,5833,696,1,0,"0","0"
110,4,2015-07-09,4510,609,1,0,"0","0"
111,4,2015-07-09,6111,543,1,0,"0","0"
112,4,2015-07-09,5964,737,1,0,"0","0"
113,4,2015-07-09,5192,547,1,0,"0","0"
114,4,2015-07-09,4530,559,1,0,"0","0"
115,4,2015-07-09,6125,475,1,0,"0","0"
116,4,2015-07-09,6193,696,1,0,"0","0"
117,4,2015-07-09,3589,456,1,0,"0","1"
118,4,2015-07-09,7818,649,1,0,"0","0"
119,4,2015-07-09,5308,598,1,0,"0","0"
120,4,2015-07-09,5862,607,1,0,"0","0"
121,4,2015-07-09,3628,437,1,0,"0","0"
122,4,2015-07-09,7343,989,1,0,"0","0"
123,4,2015-07-09,7638,949,1,0,"0","0"
124,4,2015-07-09,3945,491,1,0,"0","1"
125,4,2015-07-09,11011,1552,1,0,"0","0"
126,4,2015-07-09,4897,442,1,0,"0","1"
127,4,2015-07-09,3424,539,1,0,"0","0"
128,4,2015-07-09,7779,649,1,0,"0","0"
129,4,2015-07-09,7436,1048,1,0,"0","0"
130,4,2015-07-09,4477,551,1,0,"0","0"
131,4,2015-07-09,4523,480,1,0,"0","1"
132,4,2015-07-09,6240,588,1,0,"0","0"
133,4,2015-07-09,5150,651,1,0,"0","0"
134,4,2015-07-09,4481,481,1,0,"0","0"
135,4,2015-07-09,5642,523,1,0,"0","0"
136,4,2015-07-09,4780,378,1,0,"0","0"
137,4,2015-07-09,7933,988,1,0,"0","0"
138,4,2015-07-09,7701,855,1,0,"0","0"
139,4,2015-07-09,5973,523,1,0,"0","0"
140,4,2015-07-09,6980,939,1,0,"0","0"
141,4,2015-07-09,5034,602,1,0,"0","0"
142,4,2015-07-09,3739,496,1,0,"0","1"
143,4,2015-07-09,5056,491,1,0,"0","0"
144,4,2015-07-09,7269,721,1,0,"0","0"
145,4,2015-07-09,6922,1087,1,0,"0","0"
146,4,2015-07-09,7490,670,1,0,"0","1"
147,4,2015-07-09,7053,714,1,0,"0","1"
148,4,2015-07-09,8096,763,1,0,"0","0"
149,4,2015-07-09,5338,501,1,0,"0","0"
150,4,2015-07-09,8335,789,1,0,"0","0"
151,4,2015-07-09,6470,633,1,0,"0","0"
152,4,2015-07-09,4185,506,1,0,"0","1"
153,4,2015-07-09,5179,517,1,0,"0","1"
154,4,2015-07-09,8569,743,1,0,"0","0"
155,4,2015-07-09,5060,544,1,0,"0","0"
156,4,2015-07-09,6808,759,1,0,"0","0"
157,4,2015-07-09,9251,943,1,0,"0","1"
158,4,2015-07-09,7108,478,1,0,"0","0"
159,4,2015-07-09,6343,613,1,0,"0","0"
160,4,2015-07-09,4596,512,1,0,"0","0"
161,4,2015-07-09,6339,705,1,0,"0","1"
162,4,2015-07-09,6591,487,1,0,"0","0"
163,4,2015-07-09,6263,762,1,0,"0","0"
164,4,2015-07-09,5025,558,1,0,"0","0"
165,4,2015-07-09,3210,387,1,0,"0","0"
166,4,2015-07-09,5660,766,1,0,"0","1"
167,4,2015-07-09,8589,1068,1,0,"0","0"
168,4,2015-07-09,6858,768,1,0,"0","0"
169,4,2015-07-09,5451,531,1,0,"0","1"
170,4,2015-07-09,3911,410,1,0,"0","1"
171,4,2015-07-09,6901,752,1,0,"0","1"
172,4,2015-07-09,6280,812,1,0,"0","0"
173,4,2015-07-09,7704,940,1,0,"0","0"
174,4,2015-07-09,6024,439,1,0,"0","0"
175,4,2015-07-09,4843,609,1,0,"0","0"
176,4,2015-07-09,4209,536,1,0,"0","1"
177,4,2015-07-09,3792,512,1,0,"0","0"
178,4,2015-07-09,9860,939,1,0,"0","0"
179,4,2015-07-09,6195,875,1,0,"0","1"
180,4,2015-07-09,6508,783,1,0,"0","0"
181,4,2015-07-09,5384,631,1,0,"0","0"
182,4,2015-07-09,4313,341,1,0,"0","0"
183,4,2015-07-09,4864,629,1,0,"0","0"
184,4,2015-07-09,5210,489,1,0,"0","1"
185,4,2015-07-09,5847,497,1,0,"0","0"
186,4,2015-07-09,3457,356,1,0,"0","0"
187,4,2015-07-09,4816,640,1,0,"0","0"
188,4,2015-07-09,4718,424,1,0,"0","0"
189,4,2015-07-09,8279,802,1,0,"0","0"
190,4,2015-07-09,6870,665,1,0,"0","0"
191,4,2015-07-09,5404,619,1,0,"0","0"
192,4,2015-07-09,10130,737,1,0,"0","0"
193,4,2015-07-09,3693,601,1,0,"0","0"
194,4,2015-07-09,4696,392,1,0,"0","0"
195,4,2015-07-09,8728,1135,1,0,"0","1"
196,4,2015-07-09,4961,668,1,0,"0","0"
197,4,2015-07-09,4702,633,1,0,"0","0"
198,4,2015-07-09,2456,293,1,0,"0","0"
199,4,2015-07-09,7139,562,1,0,"0","0"
200,4,2015-07-09,6884,850,1,0,"0","1"
201,4,2015-07-09,5047,407,1,0,"0","1"
202,4,2015-07-09,5741,508,1,0,"0","0"
203,4,2015-07-09,6434,873,1,0,"0","0"
204,4,2015-07-09,5005,510,1,0,"0","0"
205,4,2015-07-09,5365,778,1,0,"0","0"
206,4,2015-07-09,7121,835,1,0,"0","1"
207,4,2015-07-09,9792,1220,1,0,"0","0"
208,4,2015-07-09,2399,362,1,0,"0","0"
209,4,2015-07-09,6737,772,1,0,"0","0"
210,4,2015-07-09,2866,292,1,0,"0","0"
211,4,2015-07-09,14640,1589,1,0,"0","0"
212,4,2015-07-09,4149,421,1,0,"0","0"
213,4,2015-07-09,5987,548,1,0,"0","1"
214,4,2015-07-09,6975,541,1,0,"0","1"
215,4,2015-07-09,4379,374,1,0,"0","0"
216,4,2015-07-09,5610,755,1,0,"0","1"
217,4,2015-07-09,4268,630,1,0,"0","0"
218,4,2015-07-09,5218,721,1,0,"0","0"
219,4,2015-07-09,3002,369,1,0,"0","1"
220,4,2015-07-09,4441,597,1,0,"0","1"
221,4,2015-07-09,5430,535,1,0,"0","0"
222,4,2015-07-09,4220,516,1,0,"0","0"
223,4,2015-07-09,5806,636,1,0,"0","0"
224,4,2015-07-09,6439,491,1,0,"0","0"
225,4,2015-07-09,4915,576,1,0,"0","0"
226,4,2015-07-09,6145,644,1,0,"0","0"
227,4,2015-07-09,5426,495,1,0,"0","1"
228,4,2015-07-09,7717,555,1,0,"0","1"
229,4,2015-07-09,7969,696,1,0,"0","0"
230,4,2015-07-09,7459,931,1,0,"0","0"
231,4,2015-07-09,4276,352,1,0,"0","0"
232,4,2015-07-09,3302,312,1,0,"0","0"
233,4,2015-07-09,8852,983,1,0,"0","0"
234,4,2015-07-09,9079,886,1,0,"0","1"
235,4,2015-07-09,4138,412,1,0,"0","0"
236,4,2015-07-09,6772,813,1,0,"0","0"
237,4,2015-07-09,4912,605,1,0,"0","0"
238,4,2015-07-09,6142,969,1,0,"0","1"
239,4,2015-07-09,4394,444,1,0,"0","1"
240,4,2015-07-09,4744,441,1,0,"0","0"
241,4,2015-07-09,5490,607,1,0,"0","1"
242,4,2015-07-09,3095,328,1,0,"0","0"
243,4,2015-07-09,5431,797,1,0,"0","0"
244,4,2015-07-09,3272,370,1,0,"0","1"
245,4,2015-07-09,8420,1021,1,0,"0","0"
246,4,2015-07-09,6231,834,1,0,"0","0"
247,4,2015-07-09,6358,555,1,0,"0","0"
248,4,2015-07-09,7458,1043,1,0,"0","0"
249,4,2015-07-09,5106,547,1,0,"0","0"
250,4,2015-07-09,6151,539,1,0,"0","0"
251,4,2015-07-09,17654,2268,1,0,"0","1"
252,4,2015-07-09,9429,676,1,0,"0","1"
253,4,2015-07-09,4464,584,1,0,"0","1"
254,4,2015-07-09,2205,195,1,0,"0","0"
255,4,2015-07-09,4906,496,1,0,"0","1"
256,4,2015-07-09,6678,896,1,0,"0","1"
257,4,2015-07-09,4970,571,1,0,"0","0"
258,4,2015-07-09,5727,527,1,0,"0","0"
259,4,2015-07-09,11575,2528,1,0,"0","0"
260,4,2015-07-09,6009,877,1,0,"0","0"
261,4,2015-07-09,11444,948,1,0,"0","0"
262,4,2015-07-09,18631,3114,1,0,"0","0"
263,4,2015-07-09,3658,322,1,0,"0","0"
264,4,2015-07-09,5523,763,1,0,"0","0"
265,4,2015-07-09,4536,506,1,0,"0","0"
266,4,2015-07-09,3914,499,1,0,"0","0"
267,4,2015-07-09,10933,1361,1,0,"0","0"
268,4,2015-07-09,3774,502,1,0,"0","0"
269,4,2015-07-09,6538,914,1,0,"0","1"
270,4,2015-07-09,9070,1163,1,0,"0","0"
271,4,2015-07-09,6765,770,1,0,"0","0"
272,4,2015-07-09,5165,610,1,0,"0","0"
273,4,2015-07-09,6406,648,1,0,"0","1"
274,4,2015-07-09,5254,1242,1,0,"0","0"
275,4,2015-07-09,5244,558,1,0,"0","0"
276,4,2015-07-09,3447,497,1,0,"0","0"
277,4,2015-07-09,4770,432,1,0,"0","0"
278,4,2015-07-09,6964,809,1,0,"0","0"
279,4,2015-07-09,6990,558,1,0,"0","0"
280,4,2015-07-09,5624,517,1,0,"0","0"
281,4,2015-07-09,6351,576,1,0,"0","0"
282,4,2015-07-09,4368,638,1,0,"0","0"
283,4,2015-07-09,6039,657,1,0,"0","0"
284,4,2015-07-09,3684,341,1,0,"0","0"
285,4,2015-07-09,4715,442,1,0,"0","0"
286,4,2015-07-09,3616,380,1,0,"0","0"
287,4,2015-07-09,7015,750,1,0,"0","0"
288,4,2015-07-09,5040,373,1,0,"0","0"
289,4,2015-07-09,4802,480,1,0,"0","0"
290,4,2015-07-09,6603,642,1,0,"0","1"
291,4,2015-07-09,7571,828,1,0,"0","0"
292,4,2015-07-09,4777,496,1,0,"0","0"
293,4,2015-07-09,5498,759,1,0,"0","0"
294,4,2015-07-09,5760,775,1,0,"0","0"
295,4,2015-07-09,5649,729,1,0,"0","0"
296,4,2015-07-09,6319,753,1,0,"0","0"
297,4,2015-07-09,6325,717,1,0,"0","0"
298,4,2015-07-09,7476,642,1,0,"0","0"
